420000,-22.883328,-43.375706,3,NA,107,2,NA,1535521621705,"apart","sell","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fcobertura-3-quartos-jardim-sulacap-zona-oeste-rio-de-janeiro-com-garagem-107m2-venda-RS420000-id-84279266%2F%2F4"
450000,-22.922157,-43.212411,2,NA,115,1,NA,1534853571606,"house","sell","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fcasa-2-quartos-rio-comprido-zona-central-rio-de-janeiro-115m2-venda-RS450000-id-1038958035%2F%2F4"
395000,-22.9151483,-43.2421351,2,NA,72,NA,NA,1535488716681,"apart","sell","https%3A%2F%2Fwww.agenteimovel.com.br%2Fimovel%2Fa-venda%2Fboulevard-vinte-e-oito-de-setembro%2Fvila-isabel%2Frj%2F6622059.htm%2F4"
300000,-23.0198503511898,-43.4903411849518,1,2,60,1,1,1535550387980,"apart","sell","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamento-padrao-para-venda-em-recreio-dos-2938919577.html%2F4"
3913900,-22.9779033,-43.1967961,4,6,208,3,4,1535394129754,"apart","sell","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Flagoa-lindo-apartamento-4-suites-l-ecran.-2933199062.html%2F4"
529000,-23.0066859,-43.485228,3,1,87,2,2,1535269879360,"apart","sell","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamento-a-venda-no-recreio-dos-bandeirantes-2937085757.html%2F4"
347000,-22.92021,-43.360271,3,NA,100,1,NA,1534962218367,"house","sell","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fcasa-de-condominio-3-quartos-tanque-zona-oeste-rio-de-janeiro-com-garagem-100m2-venda-RS347000-id-83180250%2F%2F4"
7000,-22.965814,-43.20336,3,NA,152,2,NA,1535398992780,"apart","rent","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fapartamento-3-quartos-lagoa-zona-sul-rio-de-janeiro-com-garagem-152m2-aluguel-RS7000-id-1037737014%2F%2F4"
300000,-22.895631,-43.226859,2,NA,60,1,NA,1535633771231,"house","sell","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fcasa-2-quartos-sao-cristovao-zona-norte-rio-de-janeiro-60m2-venda-RS300000-id-94578238%2F%2F4"
1300,-22.951114,-43.180926,1,NA,31,NA,NA,1535409158897,"apart","rent","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fapartamento-1-quartos-botafogo-zona-sul-rio-de-janeiro-31m2-aluguel-RS1300-id-1038379167%2F%2F4"
